# CORE-IF-001 semantic delta ledger
# forge_commit=78fad4069d778996c24ecf5acc5cbe0e1edea7a
# donor_commit=cc2d69425beea2c93a4000e44d49381deba8eed2
# total_rows=1923
# disposition_counts={"Forge only preservation":1422,"adapted later":370,"rejected non scope item":131}
delta_id	donor_commit	donor_path	semantic_change	forge_path	applicability	disposition	requirement_id	phase_id	task_id	regression_id	evidence
DELTA-1085	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarBuyFundingEvidence.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1085	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarBuyFundingEvidence.java
DELTA-1086	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarCreateEscrowIntent.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1086	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarCreateEscrowIntent.java
DELTA-1087	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarCreateEscrowIntentCodec.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1087	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarCreateEscrowIntentCodec.java
DELTA-1088	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarCreateRecoveryDecision.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1088	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarCreateRecoveryDecision.java
DELTA-1089	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowBinarySupport.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1089	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowBinarySupport.java
DELTA-1090	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowCommit.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1090	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowCommit.java
DELTA-1091	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowCommitCodec.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1091	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowCommitCodec.java
DELTA-1092	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowConservationValidator.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1092	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowConservationValidator.java
DELTA-1093	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowIds.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1093	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowIds.java
DELTA-1094	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLedgerAccounts.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1094	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLedgerAccounts.java
DELTA-1095	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleConflictException.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1095	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleConflictException.java
DELTA-1096	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleEvent.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1096	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleEvent.java
DELTA-1097	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleEventCodec.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1097	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleEventCodec.java
DELTA-1098	cc2d69425beea2c93a4000e44d49381deba8eed2	none	donor documentation or evidence delta	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecyclePlanner.java	non_product	rejected non scope item	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1098	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecyclePlanner.java
DELTA-1099	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleRepository.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1099	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleRepository.java
DELTA-1100	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleState.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1100	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleState.java
DELTA-1101	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleStateCodec.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1101	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowLifecycleStateCodec.java
DELTA-1102	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowOrderBacking.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1102	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowOrderBacking.java
DELTA-1103	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowOrderTransition.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1103	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowOrderTransition.java
DELTA-1104	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowOrderView.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1104	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowOrderView.java
DELTA-1105	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowPaymentSource.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1105	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowPaymentSource.java
DELTA-1106	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowWalletSnapshot.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1106	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarEscrowWalletSnapshot.java
DELTA-1107	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarPhysicalFundingEvidence.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1107	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarPhysicalFundingEvidence.java
DELTA-1108	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarSellCustodyState.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1108	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarSellCustodyState.java
DELTA-1109	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarSellItemCustody.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1109	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/bazaar/escrow/BazaarSellItemCustody.java
DELTA-1110	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimCollectionCode.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1110	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimCollectionCode.java
DELTA-1111	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimCollectionCommand.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1111	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimCollectionCommand.java
DELTA-1112	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimCollectionResult.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1112	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimCollectionResult.java
DELTA-1113	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimDeliveryOutcome.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1113	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimDeliveryOutcome.java
DELTA-1114	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimPresentationKind.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1114	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/claim/MarketClaimPresentationKind.java
DELTA-1115	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlActor.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1115	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlActor.java
DELTA-1116	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlApplyResult.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1116	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlApplyResult.java
DELTA-1117	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlAuditEntry.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1117	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlAuditEntry.java
DELTA-1118	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlAuditProjection.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1118	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlAuditProjection.java
DELTA-1119	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlBinarySupport.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1119	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlBinarySupport.java
DELTA-1120	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlCommitResult.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1120	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlCommitResult.java
DELTA-1121	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlConflictException.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1121	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlConflictException.java
DELTA-1122	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlModule.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1122	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlModule.java
DELTA-1123	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlMutation.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1123	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlMutation.java
DELTA-1124	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlMutationCodec.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1124	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlMutationCodec.java
DELTA-1125	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlRepository.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1125	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlRepository.java
DELTA-1126	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlRequestFingerprints.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1126	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlRequestFingerprints.java
DELTA-1127	cc2d69425beea2c93a4000e44d49381deba8eed2	none	production preservation	src/main/java/com/enviouse/futureshops/server/market/control/MarketControlRequestReceipt.java	applicable	Forge only preservation	CORE-REQ-013	CORE-PHASE-007	P007-TASK-001	REG-P000-DELTA-1127	git diff 78fad4069d778996c24ecf5acc5cbe0e1edea7a..cc2d69425beea2c93a4000e44d49381deba8eed2 src/main/java/com/enviouse/futureshops/server/market/control/MarketControlRequestReceipt.java
